opeid,name,state,subsidized_recipients,subsidized_loans_originated_nb,subsidized_loans_originated_usd,subsidized_disbursements_nb,subsidized_disbursements_usd,unsubsidized_undergraduate_recipients,unsubsidized_undergraduate_loans_originated_nb,unsubsidized_undergraduate_loans_originated_usd,unsubsidized_undergraduate_disbursements_nb,unsubsidized_undergraduate_disbursements_usd,unsubsidized_graduate_recipients,unsubsidized_graduate_loans_originated_nb,unsubsidized_graduate_loans_originated_usd,unsubsidized_graduate_disbursements_nb,unsubsidized_graduate_disbursements_usd,parent_plus_recipients,parent_plus_loans_originated_nb,parent_plus_loans_originated_usd,parent_plus_disbursements_nb,parent_plus_disbursements_usd,graduate_plus_recipients,graduate_plus_loans_originated_nb,graduate_plus_loans_originated_usd,graduate_plus_disbursements_nb,graduate_plus_disbursements_usd
34664,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE),WA, - , - , $- ,0, $- , - , - , $- ,0, $- ,207,210," $3,858,167.00 ",568," $3,706,192.00 ", - , - , $- ,0, $- ,56,58," $536,480.00 ",152," $536,480.00 "
34835,CASCADIA COLLEGE,WA,326,332," $829,402.00 ",671," $824,376.00 ",318,322," $1,077,843.00 ",694," $1,059,512.00 ", - , - , $- ,0, $- ,2,2," $11,181.00 ",4," $11,181.00 ", - , - , $- ,0, $- 
34904,EMIL FRIES PIANO HOSPITAL & TRAINING CENTER,WA,2,2," $9,000.00 ",3," $9,000.00 ",1,1," $1,650.00 ",1," $1,650.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
36894,FAITH EVANGELICAL COLLEGE & SEMINARY,WA,75,85," $335,286.00 ",231," $317,394.00 ",80,96," $519,879.00 ",255," $498,156.00 ",132,157," $2,355,842.00 ",426," $2,274,185.00 ",1,1," $15,424.00 ",4," $14,513.00 ", - , - , $- ,0, $- 
37243,DIGIPEN INSTITUTE OF TECHNOLOGY,WA,526,526," $2,203,490.00 ",1001," $2,110,017.00 ",517,517," $2,240,325.00 ",979," $2,105,101.00 ",27,27," $539,765.00 ",52," $522,295.00 ",204,205," $5,460,086.00 ",388," $5,142,539.00 ",21,21," $202,795.00 ",40," $197,041.00 "
39173,EVERGREEN BEAUTY AND BARBER COLLEGE,WA,155,170," $494,749.00 ",322," $471,975.00 ",150,159," $606,357.00 ",252," $422,045.00 ", - , - , $- ,0, $- ,2,2," $6,700.00 ",4," $6,700.00 ", - , - , $- ,0, $- 
39325,TOTAL COSMETOLOGY TRAINING CENTER,WA,145,151," $431,960.00 ",273," $401,507.00 ",130,136," $567,940.00 ",246," $532,585.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
39533,YAKIMA BEAUTY SCHOOL,WA,17,17," $61,500.00 ",29," $61,500.00 ",3,3," $6,000.00 ",5," $6,000.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
41200,SUNNYSIDE BEAUTY ACADEMY,WA,16,18," $49,966.00 ",28," $44,300.00 ",15,15," $39,206.00 ",23," $33,681.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
41272,VICTORIA'S ACADEMY OF COSMETOLOGY,WA,86,101," $301,442.00 ",146," $297,709.00 ",77,115," $263,906.00 ",155," $262,801.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
41305,PACIFIC NORTHWEST UNIVERSITY OF HEALTH SCIENCES,WA, - , - , $- ,0, $- , - , - , $- ,0, $- ,201,304," $12,621,720.00 ",615," $12,565,921.00 ", - , - , $- ,0, $- ,178,267," $7,563,634.00 ",604," $7,464,935.00 "
41308,CASCADE BEAUTY COLLEGE,WA,16,17," $61,916.00 ",28," $55,654.00 ",9,11," $47,372.00 ",20," $47,372.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
41328,INLAND MASSAGE INSTITUTE,WA,36,36," $102,273.00 ",58," $82,263.00 ",34,34," $135,378.00 ",57," $111,858.00 ", - , - , $- ,0, $- ,1,1," $2,200.00 ",1," $2,200.00 ", - , - , $- ,0, $- 
41494,GARY MANUEL AVEDA INSTITUTE,WA,282,321," $1,030,799.00 ",613," $988,601.00 ",290,338," $1,451,518.00 ",637," $1,383,701.00 ", - , - , $- ,0, $- ,30,50," $344,283.00 ",90," $340,624.00 ", - , - , $- ,0, $- 
41496,GP INSTITUTE OF COSMETOLOGY,WA,17,20," $66,500.00 ",29," $52,500.00 ",18,21," $100,167.00 ",31," $77,797.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
41550,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,WA,25,26," $64,200.00 ",49," $63,034.00 ",21,22," $81,998.00 ",40," $79,998.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
41612,PINCHOT UNIVERSITY,WA, - , - , $- ,0, $- , - , - , $- ,0, $- ,108,127," $2,273,259.00 ",323," $2,136,294.00 ", - , - , $- ,0, $- ,57,66," $1,171,845.00 ",152," $1,061,414.00 "
41701,SUMMIT SALON ACADEMY,WA,126,159," $571,611.00 ",284," $571,611.00 ",127,162," $699,024.00 ",293," $699,024.00 ", - , - , $- ,0, $- ,17,20," $99,347.00 ",25," $97,310.00 ", - , - , $- ,0, $- 
41729,ACADEMY OF COSMETOLOGY,WA,15,19," $59,202.00 ",35," $55,360.00 ",15,19," $70,487.00 ",33," $67,097.00 ", - , - , $- ,0, $- ,1,1," $4,546.00 ",1," $4,546.00 ", - , - , $- ,0, $- 
41889,NORTHWEST INSTITUTE OF LITERARY ARTS,WA, - , - , $- ,0, $- , - , - , $- ,0, $- ,15,15," $261,152.00 ",28," $260,599.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
41919,PAUL MITCHELL THE SCHOOL SPOKANE,WA,224,260," $838,022.00 ",423," $836,272.00 ",206,239," $916,273.00 ",400," $915,869.00 ", - , - , $- ,0, $- ,5,5," $23,128.00 ",5," $23,128.00 ", - , - , $- ,0, $- 
3832,ALVERNO COLLEGE,WI,1578,1833," $6,389,260.00 ",2953," $6,385,456.00 ",1617,2074," $7,201,339.00 ",3337," $7,188,264.00 ",424,770," $3,935,067.00 ",997," $3,914,559.00 ",65,84," $786,144.00 ",134," $777,170.00 ", - , - , $- ,0, $- 
3835,BELOIT COLLEGE,WI,612,621," $2,578,120.00 ",1170," $2,569,191.00 ",719,738," $2,607,922.00 ",1378," $2,590,167.00 ", - , - , $- ,0, $- ,115,119," $1,609,209.00 ",207," $1,582,291.00 ", - , - , $- ,0, $- 
3837,CARDINAL STRITCH UNIVERSITY,WI,1944,2286," $7,745,239.00 ",3669," $7,596,587.00 ",1986,2460," $10,366,472.00 ",3895," $10,044,242.00 ",1028,1390," $20,062,249.00 ",2440," $19,264,626.00 ",67,73," $698,901.00 ",134," $696,851.00 ",16,16," $114,252.00 ",23," $111,731.00 "
3838,CARROLL UNIVERSITY,WI,1949,1995," $7,946,976.00 ",3847," $7,924,146.00 ",2118,2151," $7,562,057.00 ",4021," $7,488,641.00 ",185,197," $3,029,298.00 ",474," $3,016,713.00 ",341,357," $4,326,951.00 ",659," $4,278,527.00 ",51,53," $1,125,973.00 ",163," $1,120,816.00 "
3839,CARTHAGE COLLEGE,WI,1824,1864," $7,585,101.00 ",3392," $7,526,372.00 ",2044,2317," $7,633,898.00 ",4199," $7,539,560.00 ",38,43," $562,140.00 ",67," $549,840.00 ",499,538," $9,102,023.00 ",1000," $9,025,705.00 ", - , - , $- ,0, $- 
3840,WESTERN TECHNICAL COLLEGE,WI,2375,2487," $6,926,000.00 ",4012," $6,909,312.00 ",2230,2380," $8,275,718.00 ",3812," $8,253,132.00 ", - , - , $- ,0, $- ,25,26," $110,212.00 ",43," $109,983.00 ", - , - , $- ,0, $- 
3842,CONCORDIA UNIVERSITY,WI,2763,2962," $11,019,948.00 ",4854," $10,900,630.00 ",2918,3156," $13,527,809.00 ",5132," $13,286,490.00 ",1795,2164," $27,910,367.00 ",3195," $27,351,515.00 ",249,275," $3,184,854.00 ",492," $3,134,968.00 ",211,256," $2,465,962.00 ",475," $2,444,209.00 "
3848,EDGEWOOD COLLEGE,WI,1326,1397," $5,681,194.00 ",2550," $5,630,152.00 ",1313,1458," $5,435,610.00 ",2647," $5,355,230.00 ",361,523," $5,614,636.00 ",765," $5,587,563.00 ",118,133," $1,369,526.00 ",233," $1,360,267.00 ",12,18," $179,234.00 ",32," $179,234.00 "
3850,SILVER LAKE COLLEGE OF THE HOLY FAMILY,WI,229,274," $1,002,188.00 ",483," $999,438.00 ",221,286," $1,110,565.00 ",504," $1,109,023.00 ",44,55," $489,764.00 ",84," $477,297.00 ",15,15," $131,036.00 ",29," $131,036.00 ", - , - , $- ,0, $- 
3854,LAKELAND COLLEGE,WI,1503,1582," $5,915,048.00 ",3006," $5,894,236.00 ",1543,1773," $7,436,150.00 ",3339," $7,369,701.00 ",548,640," $7,045,991.00 ",1166," $6,987,221.00 ",86,98," $797,876.00 ",157," $796,255.00 ",6,8," $25,863.00 ",16," $25,863.00 "
3856,LAWRENCE UNIVERSITY OF WISCONSIN,WI,750,784," $3,273,179.00 ",2145," $3,266,873.00 ",789,865," $2,611,279.00 ",2368," $2,586,983.00 ", - , - , $- ,0, $- ,130,161," $2,025,422.00 ",383," $1,980,682.00 ", - , - , $- ,0, $- 
3861,MARIAN UNIVERSITY,WI,1243,1346," $5,058,099.00 ",2271," $5,050,058.00 ",1241,1523," $5,410,151.00 ",2545," $5,383,121.00 ",220,351," $2,711,723.00 ",404," $2,698,252.00 ",154,168," $1,592,275.00 ",303," $1,570,509.00 ",1,1," $5,602.00 ",1," $5,602.00 "
3863,MARQUETTE UNIVERSITY,WI,3380,3574," $14,471,821.00 ",6471," $14,450,760.00 ",3529,3876," $12,298,474.00 ",7074," $12,224,562.00 ",1680,1812," $35,727,154.00 ",3260," $35,473,491.00 ",1199,1331," $23,071,440.00 ",2348," $22,736,653.00 ",936,1358," $23,544,044.00 ",2178," $23,396,845.00 "
3866,MILWAUKEE AREA TECHNICAL COLLEGE,WI,11223,11703," $37,475,392.00 ",17831," $32,522,948.00 ",6172,7183," $19,617,094.00 ",10413," $18,097,192.00 ", - , - , $- ,0, $- ,20,20," $87,657.00 ",27," $85,157.00 ", - , - , $- ,0, $- 
3868,MILWAUKEE SCHOOL OF ENGINEERING,WI,1513,1517," $6,344,988.00 ",4150," $6,318,300.00 ",1559,1565," $5,850,306.00 ",4243," $5,802,946.00 ",51,56," $776,353.00 ",140," $766,834.00 ",231,240," $3,337,632.00 ",635," $3,316,600.00 ",5,8," $97,745.00 ",24," $97,745.00 "
3869,MOUNT MARY UNIVERSITY,WI,706,787," $3,073,066.00 ",1392," $3,049,935.00 ",680,833," $3,462,831.00 ",1461," $3,414,363.00 ",331,464," $7,344,324.00 ",1007," $7,150,428.00 ",46,59," $420,215.00 ",86," $408,418.00 ",38,54," $383,631.00 ",101," $383,615.00 "
3874,NASHOTAH HOUSE,WI, - , - , $- ,0, $- , - , - , $- ,0, $- ,29,42," $356,041.00 ",50," $355,986.00 ", - , - , $- ,0, $- ,3,4," $25,000.00 ",4," $25,000.00 "
3875,NORTHLAND COLLEGE,WI,406,418," $1,721,796.00 ",765," $1,710,929.00 ",426,463," $1,501,996.00 ",839," $1,484,516.00 ", - , - , $- ,0, $- ,57,68," $695,518.00 ",118," $678,180.00 ", - , - , $- ,0, $- 
3884,RIPON COLLEGE,WI,627,634," $2,720,420.00 ",1184," $2,711,859.00 ",624,712," $2,054,899.00 ",1322," $2,036,441.00 ", - , - , $- ,0, $- ,82,88," $1,018,740.00 ",154," $1,002,782.00 ", - , - , $- ,0, $- 
3892,SAINT NORBERT COLLEGE,WI,1278,1309," $5,373,530.00 ",2454," $5,363,542.00 ",1366,1479," $4,527,828.00 ",2771," $4,480,402.00 ",4,6," $36,941.00 ",8," $35,573.00 ",250,279," $3,538,069.00 ",500," $3,505,549.00 ", - , - , $- ,0, $- 
3895,UNIVERSITY OF WISCONSIN - MADISON,WI,8007,8741," $33,687,174.00 ",15298," $33,614,831.00 ",8881,9781," $34,802,619.00 ",17523," $34,502,156.00 ",3769,4869," $75,214,554.00 ",8227," $74,474,204.00 ",1090,1192," $16,329,138.00 ",2112," $16,084,826.00 ",663,954," $10,395,048.00 ",1517," $10,295,174.00 "
3896,UNIVERSITY OF WISCONSIN - MILWAUKEE,WI,14016,14927," $54,881,626.00 ",25789," $54,798,751.00 ",13407,14945," $53,022,089.00 ",25762," $52,824,295.00 ",2199,2545," $32,540,791.00 ",4124," $32,293,790.00 ",946,1076," $11,232,928.00 ",1775," $11,069,214.00 ",181,266," $1,999,190.00 ",342," $1,999,164.00 "
3897,UNIVERSITY OF WISCONSIN COLLEGES,WI,5274,5536," $16,470,564.00 ",8610," $15,745,357.00 ",4437,4790," $15,598,475.00 ",7455," $14,666,095.00 ", - , - , $- ,0, $- ,175,182," $1,087,765.00 ",285," $1,003,118.00 ", - , - , $- ,0, $- 
3899,UNIVERSITY OF WISCONSIN - GREEN BAY,WI,3447,3972," $13,020,171.00 ",6549," $12,992,895.00 ",3299,3951," $12,582,143.00 ",6549," $12,470,804.00 ",70,88," $810,459.00 ",137," $802,521.00 ",196,217," $1,596,970.00 ",373," $1,574,752.00 ", - , - , $- ,0, $- 
3911,VITERBO UNIVERSITY,WI,1370,1675," $6,032,824.00 ",2779," $6,015,190.00 ",1401,1711," $6,568,148.00 ",2901," $6,516,147.00 ",241,352," $2,757,209.00 ",511," $2,717,957.00 ",351,382," $3,991,426.00 ",663," $3,907,026.00 ", - , - , $- ,0, $- 
3915,UNIVERSITY OF WISCONSIN - STOUT,WI,4330,4732," $16,830,844.00 ",8080," $16,804,385.00 ",4708,5357," $18,136,312.00 ",9147," $18,069,533.00 ",402,563," $5,058,511.00 ",834," $5,025,419.00 ",340,393," $2,332,503.00 ",623," $2,313,300.00 ",7,7," $21,423.00 ",7," $21,423.00 "
3917,UNIVERSITY OF WISCONSIN - EAU CLAIRE,WI,4886,5079," $19,238,668.00 ",9049," $19,205,311.00 ",4959,5160," $18,558,290.00 ",9273," $18,444,747.00 ",208,245," $2,556,647.00 ",413," $2,517,769.00 ",351,392," $2,388,250.00 ",647," $2,327,144.00 ", - , - , $- ,0, $- 
3919,UNIVERSITY OF WISCONSIN - LACROSSE,WI,4244,4716," $17,045,785.00 ",8289," $16,992,745.00 ",4518,5109," $17,391,406.00 ",9236," $17,285,860.00 ",531,747," $6,716,976.00 ",1112," $6,672,656.00 ",598,657," $4,835,420.00 ",1127," $4,774,517.00 ",74,95," $893,394.00 ",150," $892,718.00 "
3920,UNIVERSITY OF WISCONSIN - OSHKOSH,WI,5809,6363," $22,579,103.00 ",10930," $22,544,401.00 ",5921,6629," $24,065,949.00 ",11579," $23,921,107.00 ",366,469," $4,528,264.00 ",719," $4,447,711.00 ",773,812," $6,249,303.00 ",1436," $6,127,562.00 ",8,10," $59,650.00 ",15," $58,151.00 "
3921,UNIVERSITY OF WISCONSIN - PLATTEVILLE,WI,4037,4242," $15,540,892.00 ",7482," $15,508,668.00 ",4162,4531," $14,933,505.00 ",8017," $14,835,847.00 ",301,369," $3,086,099.00 ",529," $3,075,779.00 ",401,445," $3,082,731.00 ",758," $3,029,181.00 ", - , - , $- ,0, $- 
3923,UNIVERSITY OF WISCONSIN - RIVER FALLS,WI,3217,3405," $12,564,170.00 ",5935," $12,545,279.00 ",3400,3828," $12,675,783.00 ",6639," $12,626,471.00 ",233,279," $2,996,988.00 ",418," $2,969,677.00 ",189,213," $1,146,146.00 ",331," $1,138,040.00 ",4,4," $29,000.00 ",5," $29,000.00 "
3924,UNIVERSITY OF WISCONSIN - STEVENS POINT,WI,4442,5154," $19,270,745.00 ",10037," $19,221,321.00 ",4447,5298," $18,704,309.00 ",10095," $18,564,613.00 ",90,140," $1,862,630.00 ",295," $1,846,435.00 ",715,828," $6,423,808.00 ",1580," $6,280,041.00 ",10,16," $86,187.00 ",31," $86,163.00 "
3925,UNIVERSITY OF WISCONSIN - SUPERIOR,WI,1558,1692," $6,058,707.00 ",2772," $6,056,878.00 ",1536,1840," $6,488,089.00 ",3013," $6,466,459.00 ",92,120," $1,286,773.00 ",171," $1,276,500.00 ",66,68," $495,908.00 ",111," $493,353.00 ",4,4," $17,974.00 ",4," $17,974.00 "
3926,UNIVERSITY OF WISCONSIN - WHITEWATER,WI,5597,5949," $22,421,434.00 ",10559," $22,384,628.00 ",6155,7221," $24,667,870.00 ",12771," $24,525,172.00 ",562,689," $7,426,764.00 ",1074," $7,361,853.00 ",1048,1118," $9,694,589.00 ",1960," $9,515,813.00 ",18,22," $108,656.00 ",28," $108,656.00 "
4007,MADISON AREA TECHNICAL COLLEGE,WI,5787,6039," $16,903,674.00 ",9633," $16,892,660.00 ",5511,5922," $22,592,665.00 ",9402," $22,535,684.00 ", - , - , $- ,0, $- ,36,41," $251,348.00 ",67," $251,146.00 ", - , - , $- ,0, $- 
5015,UNIVERSITY OF WISCONSIN - PARKSIDE,WI,2435,2662," $8,839,169.00 ",4516," $8,830,049.00 ",2408,2955," $10,344,957.00 ",4957," $10,309,858.00 ",46,53," $697,071.00 ",91," $694,596.00 ",241,278," $1,175,125.00 ",473," $1,169,394.00 ", - , - , $- ,0, $- 
5294,WAUKESHA COUNTY TECHNICAL COLLEGE,WI,2517,2677," $7,906,393.00 ",4217," $7,458,145.00 ",2538,2752," $10,922,824.00 ",4323," $10,247,720.00 ",1,1," $3,000.00 ",1," $3,000.00 ",2,2," $4,520.00 ",2," $4,520.00 ", - , - , $- ,0, $- 
5301,NORTHEAST WISCONSIN TECHNICAL COLLEGE,WI,3901,4242," $11,517,655.00 ",6526," $11,494,296.00 ",3514,3871," $13,015,380.00 ",5885," $12,989,140.00 ", - , - , $- ,0, $- ,12,13," $51,786.00 ",19," $51,786.00 ", - , - , $- ,0, $- 
5304,CHIPPEWA VALLEY TECHNICAL COLLEGE,WI,2966,3323," $9,954,816.00 ",5372," $9,917,582.00 ",2722,3156," $10,701,947.00 ",5090," $10,606,899.00 ", - , - , $- ,0, $- ,5,5," $38,463.00 ",9," $38,463.00 ", - , - , $- ,0, $- 
5380,MID-STATE TECHNICAL COLLEGE,WI,1452,1567," $4,335,545.00 ",2476," $4,324,971.00 ",700,843," $2,195,193.00 ",1398," $2,194,721.00 ", - , - , $- ,0, $- ,5,6," $21,810.00 ",10," $21,810.00 ", - , - , $- ,0, $- 
5384,NICOLET AREA TECHNICAL COLLEGE,WI,664,727," $1,939,141.00 ",1080," $1,922,848.00 ",237,281," $820,465.00 ",387," $805,240.00 ", - , - , $- ,0, $- ,1,1," $3,000.00 ",2," $3,000.00 ", - , - , $- ,0, $- 
5387,NORTHCENTRAL TECHNICAL COLLEGE,WI,2321,2687," $6,569,440.00 ",3989," $6,561,097.00 ",1062,1266," $3,793,629.00 ",1873," $3,788,648.00 ", - , - , $- ,0, $- ,1,1," $1,200.00 ",1," $1,200.00 ", - , - , $- ,0, $- 
5389,GATEWAY TECHNICAL COLLEGE,WI,3492,3963," $11,732,042.00 ",7156," $11,717,624.00 ",1822,2035," $7,899,604.00 ",3678," $7,871,672.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
5390,BLACKHAWK TECHNICAL COLLEGE,WI,1815,1868," $5,711,871.00 ",2952," $5,231,802.00 ",1082,1196," $3,519,653.00 ",1865," $3,241,993.00 ", - , - , $- ,0, $- ,2,2," $7,896.00 ",4," $7,896.00 ", - , - , $- ,0, $- 
6639,BELLIN COLLEGE,WI,186,186," $833,402.00 ",328," $833,402.00 ",164,169," $745,839.00 ",305," $737,845.00 ",14,19," $195,897.00 ",36," $194,447.00 ",25,26," $497,766.00 ",48," $489,050.00 ", - , - , $- ,0, $- 
7669,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,WI,777,783," $2,533,314.00 ",1360," $2,368,630.00 ",416,458," $1,377,762.00 ",746," $1,298,635.00 ",1,1," $5,000.00 ",2," $5,000.00 ",2,2," $6,000.00 ",4," $6,000.00 ", - , - , $- ,0, $- 
8217,PAUL MITCHELL THE SCHOOL GREEN BAY,WI,99,126," $436,652.00 ",237," $436,450.00 ",101,126," $503,215.00 ",244," $499,864.00 ", - , - , $- ,0, $- ,10,14," $78,893.00 ",31," $77,651.00 ", - , - , $- ,0, $- 
9194,LAKESHORE TECHNICAL COLLEGE,WI,1003,1263," $2,967,410.00 ",2123," $2,945,596.00 ",411,551," $1,523,827.00 ",941," $1,508,980.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
9256,MORAINE PARK TECHNICAL COLLEGE,WI,1383,1513," $3,881,451.00 ",2371," $3,866,956.00 ",822,1001," $2,882,366.00 ",1532," $2,868,643.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
9419,STATE COLLEGE OF BEAUTY CULTURE,WI,41,44," $118,775.00 ",77," $115,544.00 ",34,38," $130,517.00 ",64," $127,928.00 ", - , - , $- ,0, $- ,1,1," $11,614.00 ",1," $11,614.00 ", - , - , $- ,0, $- 
9621,HERZING UNIVERSITY,WI,7468,10429," $29,261,922.00 ",16153," $28,847,094.00 ",7113,12076," $37,115,412.00 ",17330," $36,572,569.00 ",320,590," $5,272,223.00 ",845," $5,213,941.00 ",119,194," $882,919.00 ",270," $877,090.00 ",1,1," $3,854.00 ",1," $3,854.00 "
9744,FOX VALLEY TECHNICAL COLLEGE,WI,4330,4558," $13,055,836.00 ",7105," $13,024,403.00 ",3328,3575," $8,489,731.00 ",5960," $8,452,636.00 ", - , - , $- ,0, $- ,16,20," $161,859.00 ",30," $160,817.00 ", - , - , $- ,0, $- 
10913,MADISON MEDIA INSTITUTE,WI,600,818," $2,756,413.00 ",1405," $2,690,491.00 ",602,905," $3,186,688.00 ",1584," $3,099,770.00 ", - , - , $- ,0, $- ,119,159," $1,885,066.00 ",280," $1,837,797.00 ", - , - , $- ,0, $- 
11484,ADVANCED INSTITUTE OF HAIR DESIGN,WI,298,367," $1,219,260.00 ",666," $1,137,544.00 ",282,369," $1,374,622.00 ",678," $1,291,546.00 ", - , - , $- ,0, $- ,28,29," $225,892.00 ",45," $208,602.00 ", - , - , $- ,0, $- 
11824,WISCONSIN INDIANHEAD TECHNICAL COLLEGE,WI,1822,1975," $5,136,894.00 ",3068," $5,114,265.00 ",779,1085," $1,851,598.00 ",1475," $1,835,255.00 ", - , - , $- ,0, $- ,7,9," $29,700.00 ",13," $29,700.00 ", - , - , $- ,0, $- 
20771,MILWAUKEE INSTITUTE OF ART & DESIGN,WI,506,653," $2,405,919.00 ",1049," $2,396,983.00 ",522,749," $2,039,425.00 ",1229," $2,025,391.00 ",1,1," $7,000.00 ",2," $7,000.00 ",116,131," $1,797,956.00 ",232," $1,781,800.00 ", - , - , $- ,0, $- 
20780,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,WI, - , - , $- ,0, $- , - , - , $- ,0, $- ,1,1," $4,189.00 ",2," $4,189.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
21366,WISCONSIN LUTHERAN COLLEGE,WI,671,713," $2,806,225.00 ",1336," $2,756,220.00 ",667,738," $2,396,701.00 ",1374," $2,337,972.00 ",48,56," $580,156.00 ",117," $569,403.00 ",157,169," $1,626,321.00 ",302," $1,571,647.00 ",2,2," $11,810.00 ",4," $10,381.00 "
22713,WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY,WI, - , - , $- ,0, $- , - , - , $- ,0, $- ,71,71," $1,681,259.00 ",148," $1,620,027.00 ", - , - , $- ,0, $- ,9,12," $180,540.00 ",18," $180,375.00 "
23172,MARANATHA BAPTIST UNIVERSITY,WI,390,438," $1,523,307.00 ",681," $1,523,191.00 ",300,339," $874,469.00 ",533," $874,145.00 ",14,17," $139,683.00 ",22," $139,178.00 ",21,22," $183,379.00 ",36," $183,160.00 ", - , - , $- ,0, $- 
23247,EMPIRE BEAUTY SCHOOL,WI,91,107," $393,340.00 ",201," $370,140.00 ",81,96," $401,815.00 ",178," $368,258.00 ", - , - , $- ,0, $- ,1,2," $3,423.00 ",4," $3,423.00 ", - , - , $- ,0, $- 
23321,EMPIRE BEAUTY SCHOOL,WI,286,339," $1,161,956.00 ",595," $1,024,034.00 ",263,314," $1,281,871.00 ",555," $1,131,585.00 ", - , - , $- ,0, $- ,13,15," $89,555.00 ",25," $56,941.00 ", - , - , $- ,0, $- 
24535,MEDICAL COLLEGE OF WISCONSIN,WI, - , - , $- ,0, $- ,1,1," $10,000.00 ",2," $10,000.00 ",485,915," $24,222,170.00 ",1738," $24,166,399.00 ", - , - , $- ,0, $- ,259,423," $3,050,561.00 ",726," $3,034,180.00 "
24943,GILL-TECH ACADEMY OF HAIR DESIGN,WI,71,82," $228,728.00 ",147," $215,267.00 ",78,87," $273,030.00 ",162," $247,356.00 ", - , - , $- ,0, $- ,7,7," $34,056.00 ",13," $34,056.00 ", - , - , $- ,0, $- 
30612,MIDWEST COLLEGE OF ORIENTAL MEDICINE,WI,40,51," $229,711.00 ",131," $222,820.00 ",40,52," $300,086.00 ",131," $275,227.00 ",121,161," $2,656,079.00 ",410," $2,474,559.00 ", - , - , $- ,0, $- ,13,17," $230,351.00 ",40," $225,345.00 "
30776,EMPIRE BEAUTY SCHOOL,WI,172,193," $716,008.00 ",354," $665,506.00 ",158,177," $662,435.00 ",319," $620,145.00 ", - , - , $- ,0, $- ,5,7," $39,879.00 ",12," $39,879.00 ", - , - , $- ,0, $- 
32203,"SALON PROFESSIONAL ACADEMY, THE",WI,59,71," $251,763.00 ",137," $242,922.00 ",45,53," $203,216.00 ",103," $184,940.00 ", - , - , $- ,0, $- ,1,1," $6,000.00 ",1," $6,000.00 ", - , - , $- ,0, $- 
33093,MONTESSORI INSTITUTE OF MILWAUKEE,WI, - , - , $- ,0, $- ,1,1," $12,000.00 ",1," $12,000.00 ",16,17," $242,173.00 ",38," $242,173.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- 
38083,INSTITUTE OF BEAUTY AND WELLNESS (THE),WI,151,185," $596,496.00 ",351," $595,038.00 ",164,194," $715,221.00 ",371," $712,384.00 ", - , - , $- ,0, $- ,15,19," $71,143.00 ",35," $68,947.00 ", - , - , $- ,0, $- 
38223,PAUL MITCHELL THE SCHOOL - MONROE,WI,49,53," $181,855.00 ",91," $175,520.00 ",46,50," $198,069.00 ",87," $198,069.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
38725,NORTHLAND INTERNATIONAL UNIVERSITY,WI,204,214," $776,147.00 ",364," $775,912.00 ",104,115," $281,065.00 ",190," $280,793.00 ",1,1," $10,000.00 ",1," $10,000.00 ",16,21," $131,465.00 ",39," $131,465.00 ", - , - , $- ,0, $- 
39253,BLUE SKY SCHOOL OF PROFESSIONAL MASSAGE AND THERAPEUTIC BODYWORK,WI,67,67," $202,872.00 ",124," $197,012.00 ",64,64," $293,457.00 ",120," $281,377.00 ", - , - , $- ,0, $- ,2,2," $9,853.00 ",3," $9,852.00 ", - , - , $- ,0, $- 
41174,MILWAUKEE CAREER COLLEGE,WI,212,212," $563,704.00 ",377," $499,142.00 ",206,206," $903,539.00 ",377," $812,961.00 ", - , - , $- ,0, $- ,2,3," $17,700.00 ",6," $17,700.00 ", - , - , $- ,0, $- 
41186,ACADEMY OF COSMETOLOGY,WI,45,55," $174,851.00 ",98," $161,096.00 ",40,60," $164,320.00 ",103," $153,728.00 ", - , - , $- ,0, $- ,2,2," $7,276.00 ",3," $7,119.00 ", - , - , $- ,0, $- 
